dato,id,libres
OCUPACION,AL,242
OCUPACION,MA,228
OCUPACION,CA,279
OCUPACION,PA,92
OCUPACION,AN,477
OCUPACION,TE,100
OCUPACION,CE,312
OCUPACION,CY,332
OCUPACION,SJ,387
OCUPACION,PB,191
