dato,id,libres
OCUPACION,AL,9
OCUPACION,MA,25
OCUPACION,CA,70
OCUPACION,PA,64
OCUPACION,AN,180
OCUPACION,TE,57
OCUPACION,CE,35
OCUPACION,CY,149
OCUPACION,SJ,265
OCUPACION,PB,164
