dato,id,libres
OCUPACION,AL,264
OCUPACION,MA,242
OCUPACION,CA,268
OCUPACION,PA,82
OCUPACION,AN,503
OCUPACION,TE,76
OCUPACION,CE,311
OCUPACION,CY,388
OCUPACION,SJ,395
OCUPACION,PB,199
