dato,id,libres
OCUPACION,AL,265
OCUPACION,MA,243
OCUPACION,CA,260
OCUPACION,PA,83
OCUPACION,AN,500
OCUPACION,TE,54
OCUPACION,CE,325
OCUPACION,CY,393
OCUPACION,SJ,394
OCUPACION,PB,189
