dato,id,libres
OCUPACION,AL,275
OCUPACION,MA,241
OCUPACION,CA,269
OCUPACION,PA,79
OCUPACION,AN,471
OCUPACION,TE,111
OCUPACION,CE,326
OCUPACION,CY,360
OCUPACION,SJ,392
OCUPACION,PB,207
