dato,id,libres
OCUPACION,AL,244
OCUPACION,MA,224
OCUPACION,CA,243
OCUPACION,PA,82
OCUPACION,AN,434
OCUPACION,TE,88
OCUPACION,CE,244
OCUPACION,CY,318
OCUPACION,SJ,365
OCUPACION,PB,212
