dato,id,libres
OCUPACION,AL,158
OCUPACION,MA,101
OCUPACION,CA,175
OCUPACION,PA,60
OCUPACION,AN,440
OCUPACION,TE,104
OCUPACION,CE,271
OCUPACION,CY,346
OCUPACION,SJ,375
OCUPACION,PB,188
