dato,id,libres
OCUPACION,AL,153
OCUPACION,MA,4
OCUPACION,CA,23
OCUPACION,PA,21
OCUPACION,AN,169
OCUPACION,TE,47
OCUPACION,CE,103
OCUPACION,CY,62
OCUPACION,SJ,186
OCUPACION,PB,167
