dato,id,libres
OCUPACION,AL,5
OCUPACION,MA,7
OCUPACION,CA,1
OCUPACION,PA,71
OCUPACION,AN,319
OCUPACION,TE,19
OCUPACION,CE,183
OCUPACION,CY,384
OCUPACION,SJ,367
OCUPACION,PB,182
