dato,id,libres
OCUPACION,AL,257
OCUPACION,MA,161
OCUPACION,CA,182
OCUPACION,PA,66
OCUPACION,AN,492
OCUPACION,TE,35
OCUPACION,CE,273
OCUPACION,CY,385
OCUPACION,SJ,394
OCUPACION,PB,202
