dato,id,libres
OCUPACION,AL,275
OCUPACION,MA,256
OCUPACION,CA,280
OCUPACION,PA,80
OCUPACION,AN,497
OCUPACION,TE,119
OCUPACION,CE,301
OCUPACION,CY,368
OCUPACION,SJ,386
OCUPACION,PB,213
