dato,id,libres
OCUPACION,AL,215
OCUPACION,MA,241
OCUPACION,CA,249
OCUPACION,PA,78
OCUPACION,AN,497
OCUPACION,TE,63
OCUPACION,CE,310
OCUPACION,CY,386
OCUPACION,SJ,395
OCUPACION,PB,193
