dato,id,libres
OCUPACION,AL,220
OCUPACION,MA,220
OCUPACION,CA,246
OCUPACION,PA,79
OCUPACION,AN,503
OCUPACION,TE,38
OCUPACION,CE,307
OCUPACION,CY,377
OCUPACION,SJ,394
OCUPACION,PB,183
