dato,id,libres
OCUPACION,AL,64
OCUPACION,MA,21
OCUPACION,CA,149
OCUPACION,PA,52
OCUPACION,AN,448
OCUPACION,TE,74
OCUPACION,CE,232
OCUPACION,CY,364
OCUPACION,SJ,397
OCUPACION,PB,94
