dato,id,libres
OCUPACION,AL,20
OCUPACION,MA,15
OCUPACION,CA,25
OCUPACION,PA,17
OCUPACION,AN,170
OCUPACION,TE,34
OCUPACION,CE,68
OCUPACION,CY,233
OCUPACION,SJ,265
OCUPACION,PB,116
