dato,id,libres
OCUPACION,AL,150
OCUPACION,MA,46
OCUPACION,CA,143
OCUPACION,PA,73
OCUPACION,AN,381
OCUPACION,TE,88
OCUPACION,CE,199
OCUPACION,CY,304
OCUPACION,SJ,357
OCUPACION,PB,194
