dato,id,libres
OCUPACION,AL,31
OCUPACION,MA,16
OCUPACION,CA,46
OCUPACION,PA,55
OCUPACION,AN,129
OCUPACION,TE,18
OCUPACION,CE,43
OCUPACION,CY,101
OCUPACION,SJ,232
OCUPACION,PB,179
