dato,id,libres
OCUPACION,AL,168
OCUPACION,MA,182
OCUPACION,CA,243
OCUPACION,PA,64
OCUPACION,AN,466
OCUPACION,TE,86
OCUPACION,CE,254
OCUPACION,CY,370
OCUPACION,SJ,398
OCUPACION,PB,151
