dato,id,libres
OCUPACION,AL,95
OCUPACION,MA,1
OCUPACION,CA,20
OCUPACION,PA,43
OCUPACION,AN,166
OCUPACION,TE,31
OCUPACION,CE,64
OCUPACION,CY,63
OCUPACION,SJ,178
OCUPACION,PB,164
