dato,id,libres
OCUPACION,AL,78
OCUPACION,MA,6
OCUPACION,CA,50
OCUPACION,PA,8
OCUPACION,AN,249
OCUPACION,TE,33
OCUPACION,CE,182
OCUPACION,CY,339
OCUPACION,SJ,368
OCUPACION,PB,10
