dato,id,libres
OCUPACION,AL,225
OCUPACION,MA,144
OCUPACION,CA,231
OCUPACION,PA,83
OCUPACION,AN,499
OCUPACION,TE,103
OCUPACION,CE,278
OCUPACION,CY,366
OCUPACION,SJ,394
OCUPACION,PB,195
