dato,id,libres
OCUPACION,AL,269
OCUPACION,MA,230
OCUPACION,CA,270
OCUPACION,PA,81
OCUPACION,AN,506
OCUPACION,TE,89
OCUPACION,CE,322
OCUPACION,CY,387
OCUPACION,SJ,391
OCUPACION,PB,205
