dato,id,libres
OCUPACION,AL,129
OCUPACION,MA,1
OCUPACION,CA,12
OCUPACION,PA,32
OCUPACION,AN,110
OCUPACION,TE,8
OCUPACION,CE,6
OCUPACION,CY,82
OCUPACION,SJ,151
OCUPACION,PB,156
