dato,id,libres
OCUPACION,AL,83
OCUPACION,MA,91
OCUPACION,CA,139
OCUPACION,PA,62
OCUPACION,AN,457
OCUPACION,TE,71
OCUPACION,CE,278
OCUPACION,CY,364
OCUPACION,SJ,395
OCUPACION,PB,143
