dato,id,libres
OCUPACION,AL,40
OCUPACION,MA,63
OCUPACION,CA,100
OCUPACION,PA,65
OCUPACION,AN,466
OCUPACION,TE,41
OCUPACION,CE,86
OCUPACION,CY,383
OCUPACION,SJ,393
OCUPACION,PB,184
