dato,id,libres
OCUPACION,AL,124
OCUPACION,MA,17
OCUPACION,CA,23
OCUPACION,PA,46
OCUPACION,AN,201
OCUPACION,TE,41
OCUPACION,CE,14
OCUPACION,CY,123
OCUPACION,SJ,181
OCUPACION,PB,172
