dato,id,libres
OCUPACION,AL,272
OCUPACION,MA,235
OCUPACION,CA,272
OCUPACION,PA,70
OCUPACION,AN,504
OCUPACION,TE,51
OCUPACION,CE,308
OCUPACION,CY,388
OCUPACION,SJ,393
OCUPACION,PB,206
