dato,id,libres
OCUPACION,AL,90
OCUPACION,MA,18
OCUPACION,CA,62
OCUPACION,PA,69
OCUPACION,AN,311
OCUPACION,TE,74
OCUPACION,CE,139
OCUPACION,CY,304
OCUPACION,SJ,289
OCUPACION,PB,195
