dato,id,libres
OCUPACION,AL,214
OCUPACION,MA,76
OCUPACION,CA,153
OCUPACION,PA,36
OCUPACION,AN,463
OCUPACION,TE,59
OCUPACION,CE,160
OCUPACION,CY,358
OCUPACION,SJ,382
OCUPACION,PB,99
