dato,id,libres
OCUPACION,AL,81
OCUPACION,MA,0
OCUPACION,CA,28
OCUPACION,PA,5
OCUPACION,AN,245
OCUPACION,TE,17
OCUPACION,CE,196
OCUPACION,CY,336
OCUPACION,SJ,374
OCUPACION,PB,19
