dato,id,libres
OCUPACION,AL,238
OCUPACION,MA,199
OCUPACION,CA,263
OCUPACION,PA,75
OCUPACION,AN,470
OCUPACION,TE,96
OCUPACION,CE,284
OCUPACION,CY,369
OCUPACION,SJ,390
OCUPACION,PB,192
