dato,id,libres
OCUPACION,AL,131
OCUPACION,MA,66
OCUPACION,CA,132
OCUPACION,PA,70
OCUPACION,AN,353
OCUPACION,TE,97
OCUPACION,CE,111
OCUPACION,CY,317
OCUPACION,SJ,289
OCUPACION,PB,192
