dato,id,libres
OCUPACION,AL,187
OCUPACION,MA,153
OCUPACION,CA,215
OCUPACION,PA,79
OCUPACION,AN,492
OCUPACION,TE,83
OCUPACION,CE,303
OCUPACION,CY,385
OCUPACION,SJ,384
OCUPACION,PB,198
