dato,id,libres
OCUPACION,AL,106
OCUPACION,MA,52
OCUPACION,CA,50
OCUPACION,PA,60
OCUPACION,AN,197
OCUPACION,TE,66
OCUPACION,CE,84
OCUPACION,CY,105
OCUPACION,SJ,235
OCUPACION,PB,167
