dato,id,libres
OCUPACION,AL,87
OCUPACION,MA,80
OCUPACION,CA,100
OCUPACION,PA,38
OCUPACION,AN,378
OCUPACION,TE,77
OCUPACION,CE,177
OCUPACION,CY,343
OCUPACION,SJ,346
OCUPACION,PB,141
