dato,id,libres
OCUPACION,AL,54
OCUPACION,MA,0
OCUPACION,CA,1
OCUPACION,PA,44
OCUPACION,AN,121
OCUPACION,TE,45
OCUPACION,CE,44
OCUPACION,CY,39
OCUPACION,SJ,160
OCUPACION,PB,160
