dato,id,libres
OCUPACION,AL,208
OCUPACION,MA,130
OCUPACION,CA,169
OCUPACION,PA,71
OCUPACION,AN,307
OCUPACION,TE,98
OCUPACION,CE,146
OCUPACION,CY,126
OCUPACION,SJ,277
OCUPACION,PB,190
