dato,id,libres
OCUPACION,AL,223
OCUPACION,MA,218
OCUPACION,CA,251
OCUPACION,PA,88
OCUPACION,AN,499
OCUPACION,TE,38
OCUPACION,CE,331
OCUPACION,CY,385
OCUPACION,SJ,391
OCUPACION,PB,212
