dato,id,libres
OCUPACION,AL,170
OCUPACION,MA,38
OCUPACION,CA,103
OCUPACION,PA,62
OCUPACION,AN,276
OCUPACION,TE,66
OCUPACION,CE,97
OCUPACION,CY,78
OCUPACION,SJ,190
OCUPACION,PB,176
