dato,id,libres
OCUPACION,AL,192
OCUPACION,MA,137
OCUPACION,CA,210
OCUPACION,PA,58
OCUPACION,AN,329
OCUPACION,TE,78
OCUPACION,CE,180
OCUPACION,CY,131
OCUPACION,SJ,279
OCUPACION,PB,190
