dato,id,libres
OCUPACION,AL,168
OCUPACION,MA,115
OCUPACION,CA,210
OCUPACION,PA,14
OCUPACION,AN,476
OCUPACION,TE,88
OCUPACION,CE,258
OCUPACION,CY,362
OCUPACION,SJ,395
OCUPACION,PB,92
