dato,id,libres
OCUPACION,AL,241
OCUPACION,MA,234
OCUPACION,CA,260
OCUPACION,PA,81
OCUPACION,AN,414
OCUPACION,TE,106
OCUPACION,CE,243
OCUPACION,CY,297
OCUPACION,SJ,350
OCUPACION,PB,203
