dato,id,libres
OCUPACION,AL,232
OCUPACION,MA,224
OCUPACION,CA,239
OCUPACION,PA,84
OCUPACION,AN,493
OCUPACION,TE,62
OCUPACION,CE,308
OCUPACION,CY,385
OCUPACION,SJ,385
OCUPACION,PB,211
